prec_no,block_no,name,kind,pref_name
63,0609,三川山,a,兵庫県
63,0611,八鹿,a,兵庫県
63,0612,和田山,a,兵庫県
63,0613,生野,a,兵庫県
63,0614,柏原,a,兵庫県
63,0615,一宮,a,兵庫県
63,0616,笠形山,a,兵庫県
63,0617,佐用,a,兵庫県
63,0618,後川,a,兵庫県
63,0619,上郡,a,兵庫県
63,0620,的場山,a,兵庫県
63,0622,名塩,a,兵庫県
63,0623,六甲山,a,兵庫県
63,0624,家島,a,兵庫県
63,0625,明石,a,兵庫県
63,0628,福良,a,兵庫県
63,0956,西脇,a,兵庫県
63,0967,大屋,a,兵庫県
63,0968,福崎,a,兵庫県
63,0969,三田,a,兵庫県
63,0970,郡家,a,兵庫県
63,0977,兎和野高原,a,兵庫県
63,1227,三木,a,兵庫県
63,1337,南淡,a,兵庫県
63,1448,淡路町,a,兵庫県
63,1449,芦屋,a,兵庫県
63,1450,神戸塩屋,a,兵庫県
63,1587,神戸空港,a,兵庫県
63,1588,西宮,a,兵庫県
63,47747,豊岡,s,兵庫県
63,47769,姫路,s,兵庫県
63,47770,神戸,s,兵庫県
63,47776,洲本,s,兵庫県
64,0630,針,a,奈良県
64,0631,田原本,a,奈良県
64,0632,曽爾,a,奈良県
64,0633,大宇陀,a,奈良県
64,0634,高見山,a,奈良県
64,0635,五條,a,奈良県
64,0636,天辻,a,奈良県
64,0637,山上ケ岳,a,奈良県
64,0638,荒神岳,a,奈良県
64,0639,日出岳,a,奈良県
64,0640,上野地,a,奈良県
64,0641,玉置山,a,奈良県
64,0957,上北山,a,奈良県
64,1228,風屋,a,奈良県
64,1366,高見,a,奈良県
64,1376,葛城,a,奈良県
64,1377,壷坂,a,奈良県
64,1439,吉野,a,奈良県
64,1619,天川,a,奈良県
64,1649,下北山,a,奈良県
64,1669,葛川,a,奈良県
64,47780,奈良,s,奈良県
65,0642,葛城山,a,和歌山県
65,0644,岩出,a,和歌山県
65,0645,高野山,a,和歌山県
65,0646,護摩壇山,a,和歌山県
65,0647,御坊,a,和歌山県
65,0648,虎ケ峰峠,a,和歌山県
65,0649,新宮,a,和歌山県
65,0650,白浜,a,和歌山県
65,0651,日置川,a,和歌山県
65,0971,栗栖川,a,和歌山県
65,0978,湯浅,a,和歌山県
65,1063,清水,a,和歌山県
65,1074,本宮,a,和歌山県
65,1089,龍神,a,和歌山県
65,1172,色川,a,和歌山県
65,1342,かつらぎ,a,和歌山県
65,1347,西川,a,和歌山県
65,1457,友ケ島,a,和歌山県
65,1485,川辺,a,和歌山県
65,1589,南紀白浜,a,和歌山県
65,47777,和歌山,s,和歌山県
65,47778,潮岬,s,和歌山県
66,0653,大空山,a,岡山県
66,0654,那岐山,a,岡山県
66,0655,今岡,a,岡山県
66,0656,久世,a,岡山県
66,0658,新見,a,岡山県
66,0659,天子山,a,岡山県
66,0660,赤磐,a,岡山県
66,0661,陣山,a,岡山県
66,0662,大平山,a,岡山県
66,0663,福渡,a,岡山県
66,0664,和気,a,岡山県
66,0665,佐屋,a,岡山県
66,0666,矢掛,a,岡山県
66,0668,虫明,a,岡山県
66,0669,倉敷,a,岡山県
66,0670,玉野,a,岡山県
66,0919,笠岡,a,岡山県
66,0929,下呰部,a,岡山県
66,0930,高梁,a,岡山県
66,1140,奈義,a,岡山県
66,1328,上長田,a,岡山県
66,1330,千屋,a,岡山県
66,1371,恩原,a,岡山県
66,1531,日応寺,a,岡山県
66,1584,富,a,岡山県
66,1585,吉備中央,a,岡山県
66,1618,旭西,a,岡山県
66,47756,津山,s,岡山県
66,47768,岡山,s,岡山県
67,0671,道後山,a,広島県
67,0672,安田山,a,広島県
67,0673,犬伏山,a,広島県
67,0674,三次,a,広島県
67,0675,庄原,a,広島県
67,0676,大朝,a,広島県
67,0677,加計,a,広島県
67,0678,海見山,a,広島県
67,0679,上下,a,広島県
67,0680,内黒山,a,広島県
67,0681,世羅,a,広島県
67,0682,恵下谷山,a,広島県
67,0683,東広島,a,広島県
67,0686,竹原,a,広島県
67,0687,生口島,a,広島県
67,0688,大竹,a,広島県
67,0690,倉橋,a,広島県
67,0947,高野,a,広島県
67,0948,東城,a,広島県
67,0949,甲田,a,広島県
67,0950,三入,a,広島県
67,0951,府中,a,広島県
67,0952,河内,a,広島県
67,0953,久比,a,広島県
67,1163,志和,a,広島県
67,1257,王泊,a,広島県
67,1262,八幡,a,広島県
67,1325,油木,a,広島県
67,1326,廿日市津田,a,広島県
67,1472,本郷,a,広島県
67,1575,佐伯湯来,a,広島県
67,1579,都志見,a,広島県
67,1582,君田,a,広島県
67,1583,美土里,a,広島県
67,1603,安宿,a,広島県
67,1606,呉市蒲刈,a,広島県
67,47765,広島,s,広島県
67,47766,呉,s,広島県
67,47767,福山,s,広島県
68,0692,西ノ島,a,島根県
68,0693,鹿島,a,島根県
68,0694,斐川,a,島根県
68,0696,大東,a,島根県
68,0697,大田,a,島根県
68,0698,掛合,a,島根県
68,0699,横田,a,島根県
68,0700,吾妻山,a,島根県
68,0701,川本,a,島根県
68,0703,三隅,a,島根県
68,0704,益田,a,島根県
68,0705,聖山,a,島根県
68,0706,十種峯,a,島根県
68,0707,津和野,a,島根県
68,0954,佐田,a,島根県
68,1093,桜江,a,島根県
68,1094,瑞穂,a,島根県
68,1095,伯太,a,島根県
68,1175,波佐,a,島根県
68,1176,匹見,a,島根県
68,1307,海士,a,島根県
68,1310,出雲,a,島根県
68,1320,赤名,a,島根県
68,1321,弥栄,a,島根県
68,1322,六日市,a,島根県
68,1336,福光,a,島根県
68,1362,原山,a,島根県
68,1473,西郷岬,a,島根県
68,1474,高津,a,島根県
68,1592,吉賀,a,島根県
68,47740,西郷,s,島根県
68,47741,松江,s,島根県
68,47755,浜田,s,島根県
69,0709,青谷,a,鳥取県
69,0711,岩井,a,鳥取県
69,0713,倉吉,a,鳥取県
69,0714,菅俵原,a,鳥取県
69,0715,霊石山,a,鳥取県
69,0716,大山,a,鳥取県
69,0717,古峠山,a,鳥取県
69,0718,智頭,a,鳥取県
69,0938,日南,a,鳥取県
69,1177,関金,a,鳥取県
69,1178,若桜,a,鳥取県
69,1231,塩津,a,鳥取県
69,1304,茶屋,a,鳥取県
69,1385,佐治,a,鳥取県
69,1389,江尾,a,鳥取県
69,1391,鹿野,a,鳥取県
69,1519,湖山,a,鳥取県
69,47742,境,s,鳥取県
69,47744,米子,s,鳥取県
69,47746,鳥取,s,鳥取県
71,0719,大山寺,a,徳島県
71,0720,池田,a,徳島県
71,0722,江田山,a,徳島県
71,0723,太竜寺山,a,徳島県
71,0724,日和佐,a,徳島県
71,0725,宍喰,a,徳島県
71,0972,穴吹,a,徳島県
71,1098,福原旭,a,徳島県
71,1242,蒲生田,a,徳島県
71,1252,京上,a,徳島県
71,1327,半田,a,徳島県
71,1352,木頭,a,徳島県
71,1358,旭丸,a,徳島県
71,1604,海陽,a,徳島県
71,1677,東祖谷,a,徳島県
71,47894,剣山,s,徳島県
71,47895,徳島,s,徳島県
72,0726,内海,a,香川県
72,0729,滝宮,a,香川県
72,0730,引田,a,香川県
72,0731,竜王山,a,香川県
72,1239,財田,a,香川県
72,1475,香南,a,香川県
72,47890,多度津,s,香川県
72,47891,高松,s,香川県
73,0732,大三島,a,愛媛県
73,0733,玉川,a,愛媛県
73,0734,新居浜,a,愛媛県
73,0735,四国中央,a,愛媛県
73,0737,上林,a,愛媛県
73,0738,成就社,a,愛媛県
73,0739,長浜,a,愛媛県
73,0740,中山,a,愛媛県
73,0741,久万,a,愛媛県
73,0742,獅子越峠,a,愛媛県
73,0743,八幡浜,a,愛媛県
73,0745,御荘,a,愛媛県
73,0958,西条,a,愛媛県
73,0959,大洲,a,愛媛県
73,0960,三崎,a,愛媛県
73,0961,宇和,a,愛媛県
73,1077,今治,a,愛媛県
73,1260,富郷,a,愛媛県
73,1350,近永,a,愛媛県
73,1456,瀬戸,a,愛媛県
73,1521,松山南吉田,a,愛媛県
73,47887,松山,s,愛媛県
73,47892,宇和島,s,愛媛県
74,0746,本山,a,高知県
74,0747,繁藤,a,高知県
74,0748,佐川,a,高知県
74,0749,成山,a,高知県
74,0751,南国,a,高知県
74,0752,芸西,a,高知県
74,0753,鳥形山,a,高知県
74,0754,船戸,a,高知県
74,0755,安芸,a,高知県
74,0756,須崎,a,高知県
74,0757,佐喜浜,a,高知県
74,0758,窪川,a,高知県
74,0760,堂ケ森,a,高知県
74,0761,大正,a,高知県
74,0763,中村,a,高知県
74,0921,梼原,a,高知県
74,0955,田野,a,高知県
74,1179,池川,a,高知県
74,1229,大栃,a,高知県
74,1233,佐賀,a,高知県
74,1235,江川崎,a,高知県
74,1249,後免,a,高知県
74,1281,魚梁瀬,a,高知県
74,1351,本川,a,高知県
74,1476,南国日章,a,高知県
74,1556,三崎,a,高知県
74,47893,高知,s,高知県
74,47897,宿毛,s,高知県
74,47898,清水,s,高知県
74,47899,室戸岬,s,高知県
81,0765,須佐,a,山口県
81,0767,徳佐,a,山口県
81,0768,鍋提峠,a,山口県
81,0769,秋吉台,a,山口県
81,0770,瀬戸原,a,山口県
81,0771,広瀬,a,山口県
81,0772,豊田,a,山口県
81,0773,桜山,a,山口県
81,0775,防府,a,山口県
81,0776,下松,a,山口県
81,0778,宇部,a,山口県
81,0779,安下庄,a,山口県
81,0913,玖珂,a,山口県
81,0939,油谷,a,山口県
81,0940,岩国,a,山口県
81,0941,周東,a,山口県
81,0942,柳井,a,山口県
81,1100,羅漢山,a,山口県
81,1101,長野山,a,山口県
81,1261,和田,a,山口県
81,1367,篠生,a,山口県
81,1614,鹿野,a,山口県
81,1620,東厚保,a,山口県
81,47754,萩,s,山口県
81,47762,下関,s,山口県
81,47784,山口,s,山口県
82,0780,八幡,a,福岡県
82,0781,小倉,a,福岡県
82,0782,行橋,a,福岡県
82,0783,篠栗,a,福岡県
82,0785,前原,a,福岡県
82,0787,九千部山,a,福岡県
82,0788,朝倉,a,福岡県
82,0789,英彦山,a,福岡県
82,0790,久留米,a,福岡県
82,0791,耳納山,a,福岡県
82,0792,黒木,a,福岡県
82,0793,大牟田,a,福岡県
82,0943,宗像,a,福岡県
82,0944,頂吉,a,福岡県
82,0945,柳川,a,福岡県
82,1046,添田,a,福岡県
82,1141,太宰府,a,福岡県
82,1477,博多,a,福岡県
82,1527,曽根,a,福岡県
82,1590,空港北町,a,福岡県
82,1611,早良脇山,a,福岡県
82,1637,東谷,a,福岡県
82,1657,小呂島,a,福岡県
82,47807,福岡,s,福岡県
82,47809,飯塚,s,福岡県
83,0794,中津,a,大分県
83,0795,豊後高田,a,大分県
83,0796,武蔵,a,大分県
83,0797,伏木,a,大分県
83,0799,湯布院,a,大分県
83,0801,佐賀関,a,大分県
83,0802,釈迦岳,a,大分県
83,0803,湯平,a,大分県
83,0804,温見,a,大分県
83,0805,犬飼,a,大分県
83,0806,竹田,a,大分県
83,0807,出羽,a,大分県
83,0808,佐伯,a,大分県
83,0809,倉木,a,大分県
83,0810,蒲江,a,大分県
83,0931,院内,a,大分県
83,0932,玖珠,a,大分県
83,0933,臼杵,a,大分県
83,0979,耶馬渓,a,大分県
83,1137,国見,a,大分県
83,1142,宇目,a,大分県
83,1157,別府,a,大分県
83,1237,杵築,a,大分県
83,1554,椿ヶ鼻,a,大分県
83,47814,日田,s,大分県
83,47815,大分,s,大分県
84,0811,佐須奈,a,長崎県
84,0814,松浦,a,長崎県
84,0815,国見山,a,長崎県
84,0817,大瀬戸,a,長崎県
84,0818,長浦岳,a,長崎県
84,0819,五家原岳,a,長崎県
84,0820,諫早,a,長崎県
84,0922,口之津,a,長崎県
84,0962,島原,a,長崎県
84,1080,有川,a,長崎県
84,1084,大村,a,長崎県
84,1138,有川,a,長崎県
84,1144,芦辺,a,長崎県
84,1441,野母崎,a,長崎県
84,1442,深江,a,長崎県
84,1446,普賢岳,a,長崎県
84,1451,百花台,a,長崎県
84,1452,千々石,a,長崎県
84,1453,鰐浦,a,長崎県
84,1478,石田,a,長崎県
84,1479,上大津,a,長崎県
84,1535,小値賀,a,長崎県
84,1536,頭ヶ島,a,長崎県
84,1538,美津島,a,長崎県
84,1670,脇岬,a,長崎県
84,1672,西海,a,長崎県
84,1676,絹笠山,a,長崎県
84,47800,厳原,s,長崎県
84,47805,平戸,s,長崎県
84,47812,佐世保,s,長崎県
84,47817,長崎,s,長崎県
84,47818,雲仙岳,s,長崎県
84,47843,福江,s,長崎県
85,0824,枝去木,a,佐賀県
85,0825,和多田,a,佐賀県
85,0826,権現山,a,佐賀県
85,0827,八幡岳,a,佐賀県
85,0829,白石,a,佐賀県
85,0830,嬉野,a,佐賀県
85,0831,多良岳,a,佐賀県
85,1075,伊万里,a,佐賀県
85,1480,川副,a,佐賀県
85,1610,唐津,a,佐賀県
85,1612,鳥栖,a,佐賀県
85,1616,北山,a,佐賀県
85,1667,大町,a,佐賀県
85,47813,佐賀,s,佐賀県
86,0832,鹿北,a,熊本県
86,0833,南小国,a,熊本県
86,0834,岱明,a,熊本県
86,0835,菊池,a,熊本県
86,0836,鞍岳,a,熊本県
86,0838,俵山,a,熊本県
86,0840,高森,a,熊本県
86,0841,間の谷山,a,熊本県
86,0842,甲佐,a,熊本県
86,0843,松島,a,熊本県
86,0844,大金峰,a,熊本県
86,0845,本渡,a,熊本県
86,0846,八代,a,熊本県
86,0847,戦山,a,熊本県
86,0850,一里山,a,熊本県
86,0851,白髪岳,a,熊本県
86,0923,益城,a,熊本県
86,0924,水俣,a,熊本県
86,0925,多良木,a,熊本県
86,0926,上,a,熊本県
86,0946,田浦,a,熊本県
86,1081,三角,a,熊本県
86,1086,湯前横谷,a,熊本県
86,1088,茶臼峠,a,熊本県
86,1156,屋形山,a,熊本県
86,1158,五家荘,a,熊本県
86,1240,阿蘇乙姫,a,熊本県
86,1368,五木,a,熊本県
86,1435,山江,a,熊本県
86,1580,宇土,a,熊本県
86,1581,一勝地,a,熊本県
86,1613,山都,a,熊本県
86,1660,南阿蘇,a,熊本県
86,47819,熊本,s,熊本県
86,47821,阿蘇山,s,熊本県
86,47824,人吉,s,熊本県
86,47838,牛深,s,熊本県
87,0852,高千穂,a,宮崎県
87,0853,大中尾,a,宮崎県
87,0854,中小屋,a,宮崎県
87,0856,猪原,a,宮崎県
87,0857,日向,a,宮崎県
87,0858,矢櫃岳,a,宮崎県
87,0859,高鍋,a,宮崎県
87,0860,加久藤,a,宮崎県
87,0861,西都,a,宮崎県
87,0862,えびの高原,a,宮崎県
87,0863,小林,a,宮崎県
87,0864,野尻,a,宮崎県
87,0865,国富,a,宮崎県
87,0867,霧島御池,a,宮崎県
87,0868,青島,a,宮崎県
87,0870,鰐塚山,a,宮崎県
87,0872,串間,a,宮崎県
87,1135,古江,a,宮崎県
87,1164,酒谷,a,宮崎県
87,1275,見立,a,宮崎県
87,1343,諸塚,a,宮崎県
87,1345,西米良,a,宮崎県
87,1348,鞍岡,a,宮崎県
87,1353,神門,a,宮崎県
87,1432,北方,a,宮崎県
87,1433,上椎葉,a,宮崎県
87,1481,赤江,a,宮崎県
87,1608,都農,a,宮崎県
87,1609,日之影,a,宮崎県
87,1623,高原,a,宮崎県
87,1624,山田,a,宮崎県
87,1636,椎葉,a,宮崎県
87,1663,田野,a,宮崎県
87,47822,延岡,s,宮崎県
87,47829,都城,s,宮崎県
87,47830,宮崎,s,宮崎県
87,47835,油津,s,宮崎県
88,0874,古原野,a,鹿児島県
88,0875,大口,a,鹿児島県
88,0876,魚野越,a,鹿児島県
88,0877,紫尾山,a,鹿児島県
88,0878,さつま柏原,a,鹿児島県
88,0879,中甑,a,鹿児島県
88,0880,川内,a,鹿児島県
88,0881,溝辺,a,鹿児島県
88,0882,八重山,a,鹿児島県
88,0883,東市来,a,鹿児島県
88,0884,権現ケ尾,a,鹿児島県
88,0886,高峠,a,鹿児島県
88,0887,加世田,a,鹿児島県
88,0888,吉ケ別府,a,鹿児島県
88,0890,喜入,a,鹿児島県
88,0891,肝属川,a,鹿児島県
88,0893,指宿,a,鹿児島県
88,0894,甫与志岳,a,鹿児島県
88,0895,内之浦,a,鹿児島県
88,0897,中種子,a,鹿児島県
88,0898,上中,a,鹿児島県
88,0899,尾之間,a,鹿児島県
88,0934,出水,a,鹿児島県
88,0935,牧之原,a,鹿児島県
88,0936,志布志,a,鹿児島県
88,0937,鹿屋,a,鹿児島県
88,0980,古仁屋,a,鹿児島県
88,1104,矢止岳,a,鹿児島県
88,1136,田代,a,鹿児島県
88,1139,伊仙,a,鹿児島県
88,1146,輝北,a,鹿児島県
88,1149,大隅,a,鹿児島県
88,1161,佐多,a,鹿児島県
88,1181,肝付前田,a,鹿児島県
88,1277,与論島,a,鹿児島県
88,1296,喜界島,a,鹿児島県
88,1520,笠利,a,鹿児島県
88,1540,中之島,a,鹿児島県
88,1542,天城,a,鹿児島県
88,1625,霧島牧園,a,鹿児島県
88,1647,宝島,a,鹿児島県
88,1654,諏訪之瀬島,a,鹿児島県
88,1655,小宝島,a,鹿児島県
88,1658,平島,a,鹿児島県
88,47823,阿久根,s,鹿児島県
88,47827,鹿児島,s,鹿児島県
88,47831,枕崎,s,鹿児島県
88,47836,屋久島,s,鹿児島県
88,47837,種子島,s,鹿児島県
88,47909,名瀬,s,鹿児島県
88,47942,沖永良部,s,鹿児島県
91,0901,奥,a,沖縄県
91,0902,与那覇岳,a,沖縄県
91,0903,呉我山,a,沖縄県
91,0905,名嘉真,a,沖縄県
91,0906,読谷,a,沖縄県
91,0907,胡屋,a,沖縄県
91,0909,糸数,a,沖縄県
91,1064,金武,a,沖縄県
91,1145,伊原間,a,沖縄県
91,1147,伊是名,a,沖縄県
91,1152,渡嘉敷,a,沖縄県
91,1246,伊良部,a,沖縄県
91,1247,多良間,a,沖縄県
91,1248,城辺,a,沖縄県
91,1250,川平,a,沖縄県
91,1251,大原,a,沖縄県
91,1354,波照間,a,沖縄県
91,1373,本部,a,沖縄県
91,1374,東,a,沖縄県
91,1482,安次嶺,a,沖縄県
91,1483,鏡原,a,沖縄県
91,1484,真栄里,a,沖縄県
91,1490,下地島,a,沖縄県
91,1491,仲筋,a,沖縄県
91,1493,所野,a,沖縄県
91,1494,志多阿原,a,沖縄県
91,1515,粟国,a,沖縄県
91,1516,慶良間,a,沖縄県
91,1517,北大東,a,沖縄県
91,1518,旧東,a,沖縄県
91,1534,北原,a,沖縄県
91,1586,国頭,a,沖縄県
91,1596,宮城島,a,沖縄県
91,1639,盛山,a,沖縄県
91,1651,渡名喜,a,沖縄県
91,47912,与那国島,s,沖縄県
91,47917,西表島,s,沖縄県
91,47918,石垣島,s,沖縄県
91,47927,宮古島,s,沖縄県
91,47929,久米島,s,沖縄県
91,47936,那覇,s,沖縄県
91,47940,名護,s,沖縄県
91,47945,南大東（南大東島）,s,沖縄県
99,89532,昭和,s,南極
